pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time
"WLITOAUTO10573","ITOAUTO94518","ITOAUTO91007",1,1,120.839996337890625,153
"WLITOAUTO8248","ITOAUTO94666","PARIS174298",1,1,82.7600021362304688,105
"WLITOAUTO8252","ITOAUTO94666","ITOAUTO90665",1,1,106.30999755859375,135
"WLITOAUTO8251","ITOAUTO94666","ITOAUTO90658",1,1,120.830001831054688,153
"WLITOAUTO8243","ITOAUTO94666","ITOAUTO82144",1,1,92.4300003051757812,117
"WLITOAUTO8244","ITOAUTO94666","ITOAUTO82145",1,1,45.9500007629394531,58
"WLITOAUTO8249","ITOAUTO94666","ITOAUTO88051",1,1,19.8999996185302734,25
"WLITOAUTO8247","ITOAUTO94666","ITOAUTO83488",1,1,110.660003662109375,140
"WLITOAUTO8250","ITOAUTO94666","ITOAUTO88052",1,1,37.4500007629394531,47
"WLITOAUTO8245","ITOAUTO94666","ITOAUTO83079",1,1,124.069999694824219,158
"WLITOAUTO8246","ITOAUTO94666","ITOAUTO83095",1,1,14.1000003814697266,17
"WLITOAUTO8238","ITOAUTO94667","PARIS174298",1,1,49.7299995422363281,63
"WLITOAUTO8242","ITOAUTO94667","ITOAUTO90665",1,1,98.720001220703125,125
"WLITOAUTO8241","ITOAUTO94667","ITOAUTO90658",1,1,111.220001220703125,141
"WLITOAUTO8233","ITOAUTO94667","ITOAUTO82144",1,1,59.4500007629394531,75
"WLITOAUTO8234","ITOAUTO94667","ITOAUTO82145",1,1,41.1199989318847656,52
"WLITOAUTO8239","ITOAUTO94667","ITOAUTO88051",1,1,35.9799995422363281,45
"WLITOAUTO8237","ITOAUTO94667","ITOAUTO83488",1,1,102.410003662109375,130
"WLITOAUTO8240","ITOAUTO94667","ITOAUTO88052",1,1,36.25,46
"WLITOAUTO8235","ITOAUTO94667","ITOAUTO83079",1,1,113.819999694824219,144
"WLITOAUTO8236","ITOAUTO94667","ITOAUTO83095",1,1,39.8400001525878906,50
"WLITOAUTO8218","ITOAUTO94668","PARIS174298",1,1,65.30999755859375,83
"WLITOAUTO8222","ITOAUTO94668","ITOAUTO90665",1,1,51.3199996948242188,65
"WLITOAUTO8221","ITOAUTO94668","ITOAUTO90658",1,1,46.0600013732910156,58
"WLITOAUTO8213","ITOAUTO94668","ITOAUTO82144",1,1,60.1300010681152344,76
"WLITOAUTO8214","ITOAUTO94668","ITOAUTO82145",1,1,83.410003662109375,106
"WLITOAUTO8219","ITOAUTO94668","ITOAUTO88051",1,1,137.970001220703125,175
"WLITOAUTO8217","ITOAUTO94668","ITOAUTO83488",1,1,49.3199996948242188,62
"WLITOAUTO8220","ITOAUTO94668","ITOAUTO88052",1,1,91.4599990844726562,116
"WLITOAUTO8215","ITOAUTO94668","ITOAUTO83079",1,1,44.6100006103515625,56
"WLITOAUTO8216","ITOAUTO94668","ITOAUTO83095",1,1,138.399993896484375,176
"WLITOAUTO7982","ITOAUTO94672","PARIS174010",1,1,260.089996337890625,331
"WLITOAUTO7983","ITOAUTO94672","ITOAUTO88510",1,1,260.089996337890625,331
"WLITOAUTO7879","ITOAUTO94676","ITOAUTO90914",1,1,96.089996337890625,122
"WLITOAUTO9959","ITOAUTO94947","ITOAUTO88566",1,1,77.8000030517578125,99
"WLITOAUTO9958","ITOAUTO94947","PARIS174170",1,1,75.8799972534179688,96
"WLITOAUTO8642","ITOAUTO94701","ITOAUTO90529",1,1,101.620002746582031,129
"WLITOAUTO8641","ITOAUTO94702","ITOAUTO90529",1,1,108.589996337890625,138
"WLITOAUTO8628","ITOAUTO94703","ITOAUTO97225",1,1,17.8799991607666016,22
"WLITOAUTO8629","ITOAUTO94703","ITOAUTO97372",1,1,22.3500003814697266,28
"WLITOAUTO8331","ITOAUTO94712","ITOAUTO83362",1,1,65.3000030517578125,83
"WLITOAUTO8332","ITOAUTO94712","ITOAUTO88572",1,1,66.1100006103515625,84
"WLITOAUTO8325","ITOAUTO94718","ITOAUTO97207",1,1,145.160003662109375,184
"WLITOAUTO8326","ITOAUTO94718","ITOAUTO97210",1,1,227.199996948242188,289
"WLITOAUTO8327","ITOAUTO94718","ITOAUTO97369",1,1,208.110000610351562,265
"WLITOAUTO8328","ITOAUTO94718","ITOAUTO97370",1,1,133.449996948242188,170
"WLITOAUTO8968","ITOAUTO94741","ITOAUTO90509",1,1,28.5300006866455078,36
"WLITOAUTO9187","ITOAUTO94867","ITOAUTO90183",1,1,59.0400009155273438,75
"WLITOAUTO9077","ITOAUTO94870","ITOAUTO90397",1,1,78.2699966430664062,99
"WLITOAUTO9092","ITOAUTO94880","ITOAUTO83322",1,1,51.779998779296875,65
"WLITOAUTO9093","ITOAUTO94880","ITOAUTO88526",1,1,55.3800010681152344,70
"WLITOAUTO9006","ITOAUTO94134","ITOAUTO97162",1,1,25.8799991607666016,32
"WLITOAUTO9007","ITOAUTO94134","ITOAUTO97375",1,1,29.9300003051757812,38
"WLITOAUTO7224","ITOAUTO94248","ITOAUTO90467",1,1,91.75,116
"WLITOAUTO8588","ITOAUTO94249","ITOAUTO90319",1,1,102.400001525878906,130
"WLITOAUTO9102","ITOAUTO94883","ITOAUTO83322",1,1,138.1199951171875,175
"WLITOAUTO9103","ITOAUTO94883","ITOAUTO88526",1,1,135.899993896484375,173
"WLITOAUTO9322","ITOAUTO95371","ITOAUTO84095",1,1,103.459999084472656,131
"WLITOAUTO9323","ITOAUTO95371","ITOAUTO88560",1,1,101.69000244140625,129
"WLITOAUTO8148","ITOAUTO93852","ITOAUTO90161",1,1,24.4300003051757812,31
"WLITOAUTO8145","ITOAUTO93852","ITOAUTO81859",1,1,96.2099990844726562,122
"WLITOAUTO8146","ITOAUTO93852","ITOAUTO89105",1,1,142.110000610351562,181
"WLITOAUTO8147","ITOAUTO93852","ITOAUTO89161",1,1,144.639999389648438,184
"WLITOAUTO8891","ITOAUTO94065","PARIS174129",1,1,7.05000019073486328,8
"WLITOAUTO8892","ITOAUTO94065","ITOAUTO88730",1,1,4.98999977111816406,6
"WLITOAUTO10668","ITOAUTO94893","ITOAUTO92669",1,1,76.1100006103515625,96
"WLITOAUTO9132","ITOAUTO94893","ITOAUTO92666",1,1,77.6500015258789062,98
"WLITOAUTO10672","ITOAUTO94895","ITOAUTO92669",1,1,47.0099983215332031,59
"WLITOAUTO10671","ITOAUTO94895","ITOAUTO92666",1,1,50.6699981689453125,64
"WLITOAUTO10673","ITOAUTO94896","ITOAUTO90185",1,1,104.680000305175781,133
"WLITOAUTO8620","ITOAUTO93986","ITOAUTO90343",1,1,45.7000007629394531,58
"WLITOAUTO8619","ITOAUTO93986","ITOAUTO89173",1,1,62.220001220703125,79
"WLITOAUTO9214","ITOAUTO94187","ITOAUTO90543",1,1,49.0600013732910156,62
"WLITOAUTO8659","ITOAUTO94622","ITOAUTO90571",1,1,58.5900001525878906,74
"WLITOAUTO10787","ITOAUTO94913","ITOAUTO90605",1,1,53.9799995422363281,68
"WLITOAUTO10786","ITOAUTO94913","ITOAUTO88905",1,1,54.5800018310546875,69
"WLITOAUTO10785","ITOAUTO94913","ITOAUTO88746",1,1,53.7099990844726562,68
"WLITOAUTO10793","ITOAUTO94915","ITOAUTO90605",1,1,71.2900009155273438,90
"WLITOAUTO10792","ITOAUTO94915","ITOAUTO88905",1,1,69.970001220703125,89
"WLITOAUTO10791","ITOAUTO94915","ITOAUTO88746",1,1,72.839996337890625,92
"WLITOAUTO8461","ITOAUTO93931","PARIS174261",1,1,94.75,120
"WLITOAUTO8462","ITOAUTO93931","ITOAUTO88719",1,1,94.75,120
"WLITOAUTO8978","ITOAUTO94112","ITOAUTO90490",1,1,64.69000244140625,82
"WLITOAUTO10800","ITOAUTO94919","PARIS174202",1,1,37.0699996948242188,47
"WLITOAUTO10801","ITOAUTO94919","ITOAUTO88598",1,1,25.25,32
"WLITOAUTO8897","ITOAUTO94068","PARIS174141",1,1,47.029998779296875,59
"WLITOAUTO8898","ITOAUTO94068","ITOAUTO88696",1,1,47.3800010681152344,60
"WLITOAUTO9723","ITOAUTO94361","ITOAUTO90313",1,1,74.8799972534179688,95
"WLITOAUTO8648","ITOAUTO94003","ITOAUTO90261",1,1,21.9599990844726562,27
"WLITOAUTO9955","ITOAUTO94945","ITOAUTO90416",1,1,38.279998779296875,48
"WLITOAUTO9960","ITOAUTO94948","ITOAUTO90511",1,1,31.9200000762939453,40
"WLITOAUTO8713","ITOAUTO94035","ITOAUTO90414",1,1,41.8699989318847656,53
"WLITOAUTO9001","ITOAUTO94131","ITOAUTO90280",1,1,58.5499992370605469,74
"WLITOAUTO8559","ITOAUTO94696","ITOAUTO90533",1,1,93.0699996948242188,118
"WLITOAUTO8902","ITOAUTO94072","ITOAUTO90538",1,1,53.4500007629394531,68
"WLITOAUTO9894","ITOAUTO94962","ITOAUTO90190",1,1,83.6800003051757812,106
"WLITOAUTO9895","ITOAUTO94963","ITOAUTO90190",1,1,100.400001525878906,127
"WLITOAUTO9896","ITOAUTO94964","ITOAUTO90190",1,1,114.05999755859375,145
"WLITOAUTO9838","ITOAUTO94978","ITOAUTO90192",1,1,139.610000610351562,177
"WLITOAUTO8904","ITOAUTO94742","ITOAUTO90539",1,1,9.46000003814697266,12
"WLITOAUTO9898","ITOAUTO94966","ITOAUTO90190",1,1,10.1099996566772461,12
"WLITOAUTO9918","ITOAUTO94973","ITOAUTO90564",1,1,54.779998779296875,69
"WLITOAUTO9339","ITOAUTO95379","ITOAUTO90163",1,1,119.699996948242188,152
"WLITOAUTO9410","ITOAUTO94217","ITOAUTO90381",1,1,48.0699996948242188,61
"WLITOAUTO10541","ITOAUTO94772","ITOAUTO90165",1,1,102.029998779296875,129
"WLITOAUTO9334","ITOAUTO95376","ITOAUTO97157",1,1,44.8300018310546875,57
"WLITOAUTO9335","ITOAUTO95376","ITOAUTO97318",1,1,52.720001220703125,67
"WLITOAUTO9241","ITOAUTO94203","ITOAUTO90286",1,1,24.0900001525878906,30
"WLITOAUTO9875","ITOAUTO94999","ITOAUTO90194",1,1,37.1500015258789062,47
"WLITOAUTO9876","ITOAUTO95000","ITOAUTO90194",1,1,148.399993896484375,189
"WLITOAUTO9877","ITOAUTO95001","ITOAUTO90315",1,1,15.1400003433227539,19
"WLITOAUTO9878","ITOAUTO95002","ITOAUTO90487",1,1,24.5100002288818359,31
"WLITOAUTO10140","ITOAUTO95007","ITOAUTO89811",1,1,88.0100021362304688,112
"WLITOAUTO6732","ITOAUTO94466","PARIS174194",1,1,23.5599994659423828,30
"WLITOAUTO6731","ITOAUTO94466","ITOAUTO83491",1,1,46.0200004577636719,58
"WLITOAUTO10144","ITOAUTO95010","ITOAUTO89811",1,1,161.42999267578125,205
"WLITOAUTO10147","ITOAUTO95013","ITOAUTO90513",1,1,90.4499969482421875,115
"WLITOAUTO8839","ITOAUTO94744","ITOAUTO97379",1,1,72.5800018310546875,92
"WLITOAUTO8840","ITOAUTO94744","ITOAUTO97365",1,1,76.6299972534179688,97
"WLITOAUTO8841","ITOAUTO94744","ITOAUTO97381",1,1,75.0500030517578125,95
"WLITOAUTO8838","ITOAUTO94744","ITOAUTO97215",1,1,126.029998779296875,160
"WLITOAUTO8837","ITOAUTO94744","ITOAUTO97175",1,1,72.5999984741210938,92
"WLITOAUTO8842","ITOAUTO94744","ITOAUTO97373",1,1,115.639999389648438,147
"WLITOAUTO13244","ITOAUTO94969","ITOAUTO106261",1,1,26.7099990844726562,34
"WLITOAUTO9905","ITOAUTO94969","ITOAUTO88756",1,1,20.8700008392333984,26
"WLITOAUTO9906","ITOAUTO94969","ITOAUTO88886",1,1,25.0200004577636719,31
"WLITOAUTO10162","ITOAUTO95024","ITOAUTO90616",1,1,61.5099983215332031,78
"WLITOAUTO10161","ITOAUTO95024","ITOAUTO89104",1,1,44.029998779296875,56
"WLITOAUTO10160","ITOAUTO95024","ITOAUTO88750",1,1,80.3300018310546875,102
"WLITOAUTO10165","ITOAUTO95025","ITOAUTO90616",1,1,88.470001220703125,112
"WLITOAUTO10164","ITOAUTO95025","ITOAUTO89104",1,1,70.05999755859375,89
"WLITOAUTO10163","ITOAUTO95025","ITOAUTO88750",1,1,107.569999694824219,137
"WLITOAUTO10168","ITOAUTO95026","ITOAUTO90616",1,1,75.2399978637695312,95
"WLITOAUTO10167","ITOAUTO95026","ITOAUTO89104",1,1,58.029998779296875,73
"WLITOAUTO10166","ITOAUTO95026","ITOAUTO88750",1,1,93.69000244140625,119
"WLITOAUTO8771","ITOAUTO94853","ITOAUTO90510",1,1,73.2699966430664062,93
"WLITOAUTO10715","ITOAUTO94532","ITOAUTO97237",1,1,23.3400001525878906,29
"WLITOAUTO10716","ITOAUTO94532","ITOAUTO97337",1,1,18.5100002288818359,23
"WLITOAUTO10717","ITOAUTO94532","ITOAUTO97338",1,1,31.7900009155273438,40
"WLITOAUTO10714","ITOAUTO94532","ITOAUTO97180",1,1,15.7700004577636719,20
"WLITOAUTO12196","ITOAUTO94440","ITOAUTO91274",1,1,87.7399978637695312,111
"WLITOAUTO8774","ITOAUTO94513","ITOAUTO88592",1,1,33.0900001525878906,42
"WLITOAUTO8773","ITOAUTO94513","ITOAUTO83475",1,1,33.0900001525878906,42
"WLITOAUTO9592","ITOAUTO94580","ITOAUTO90654",1,1,89.910003662109375,114
"WLITOAUTO9593","ITOAUTO94580","PARIS174304",1,1,90.9599990844726562,115
"WLITOAUTO6505","ITOAUTO94615","PARIS174356",1,1,41.2999992370605469,52
"WLITOAUTO6504","ITOAUTO94615","ITOAUTO83471",1,1,21.5300006866455078,27
"WLITOAUTO7098","ITOAUTO94652","ITOAUTO90398",1,1,66.1699981689453125,84
"WLITOAUTO8329","ITOAUTO94717","ITOAUTO83362",1,1,42.9300003051757812,54
"WLITOAUTO8330","ITOAUTO94717","ITOAUTO88572",1,1,41.7700004577636719,53
"WLITOAUTO21551","ITOAUTO95280","ITOAUTO131944",1,1,66.25,84
"WLITOAUTO7760","ITOAUTO94688","ITOAUTO88688",1,1,46.7900009155273438,59
"WLITOAUTO7759","ITOAUTO94688","ITOAUTO83566",1,1,47.720001220703125,60
"WLITOAUTO12141","ITOAUTO98603","ITOAUTO88749",1,1,33.2099990844726562,42
"WLITOAUTO12409","ITOAUTO98603","ITOAUTO99507",1,1,13.6899995803833008,17
"WLITOAUTO12142","ITOAUTO98603","ITOAUTO88901",1,1,32.1500015258789062,40
"WLITOAUTO8527","ITOAUTO97377","ITOAUTO94223",1,0,51.1300010681152344,65
"WLITOAUTO12192","ITOAUTO95437","PARIS204947",1,1,66.9199981689453125,85
"WLITOAUTO6210","ITOAUTO95471","ITOAUTO89086",1,1,60.2599983215332031,76
"WLITOAUTO6209","ITOAUTO95471","ITOAUTO88889",1,1,128.839996337890625,164
"WLITOAUTO14554","ITOAUTO95471","ITOAUTO110584",1,1,94.279998779296875,120
"WLITOAUTO10148","ITOAUTO95014","ITOAUTO90513",1,1,78.8799972534179688,100
"WLITOAUTO7347","ITOAUTO94257","ITOAUTO90246",1,1,210.740005493164062,268
"WLITOAUTO10095","ITOAUTO95033","ITOAUTO90514",1,1,60.6199989318847656,77
"WLITOAUTO9090","ITOAUTO94878","ITOAUTO90184",1,1,61.4399986267089844,78
"WLITOAUTO9091","ITOAUTO94879","ITOAUTO90184",1,1,185.610000610351562,236
"WLITOAUTO12735","ITOAUTO95060","ITOAUTO88604",1,1,74.0500030517578125,94
"WLITOAUTO12734","ITOAUTO95060","ITOAUTO83092",1,1,75.7399978637695312,96
"WLITOAUTO9792","ITOAUTO95062","ITOAUTO88604",1,1,99.6299972534179688,126
"WLITOAUTO9791","ITOAUTO95062","ITOAUTO83092",1,1,99.6100006103515625,126
"WLITOAUTO9811","ITOAUTO95070","ITOAUTO88609",1,1,21.2099990844726562,27
"WLITOAUTO9810","ITOAUTO95070","PARIS174306",1,1,21.2099990844726562,27
"WLITOAUTO10695","ITOAUTO94903","ITOAUTO90330",1,1,144,183
"WLITOAUTO10696","ITOAUTO94904","ITOAUTO90394",1,1,27.1299991607666016,34
"WLITOAUTO10730","ITOAUTO95096","ITOAUTO91014",1,1,57.5499992370605469,73
"WLITOAUTO10733","ITOAUTO95099","ITOAUTO90567",1,1,75.1200027465820312,95
"WLITOAUTO6194","ITOAUTO95460","ITOAUTO90306",1,1,29.5900001525878906,37
"WLITOAUTO6237","ITOAUTO95488","ITOAUTO90339",1,1,143.889999389648438,183
"WLITOAUTO9098","ITOAUTO94364","ITOAUTO83322",1,1,52.5699996948242188,66
"WLITOAUTO9099","ITOAUTO94364","ITOAUTO88526",1,1,49.2700004577636719,62
"WLITOAUTO9935","ITOAUTO94933","ITOAUTO96488",1,1,73.3600006103515625,93
"WLITOAUTO9936","ITOAUTO94933","ITOAUTO96592",1,1,74.5800018310546875,95
"WLITOAUTO10309","ITOAUTO95135","ITOAUTO90331",1,1,79.1100006103515625,100
"WLITOAUTO10310","ITOAUTO95136","ITOAUTO90331",1,1,49.2999992370605469,62
"WLITOAUTO10227","ITOAUTO95139","ITOAUTO88622",1,1,41.970001220703125,53
"WLITOAUTO10223","ITOAUTO95139","ITOAUTO83413",1,1,57.6300010681152344,73
"WLITOAUTO10222","ITOAUTO95139","ITOAUTO83399",1,1,34.4500007629394531,43
"WLITOAUTO10224","ITOAUTO95139","ITOAUTO83420",1,1,119.239997863769531,151
"WLITOAUTO10226","ITOAUTO95139","ITOAUTO88611",1,1,128.580001831054688,163
"WLITOAUTO10225","ITOAUTO95139","ITOAUTO88610",1,1,57.6399993896484375,73
"WLITOAUTO10677","ITOAUTO94899","ITOAUTO90549",1,1,110.970001220703125,141
"WLITOAUTO9892","ITOAUTO94960","ITOAUTO90512",1,1,42.25,53
"WLITOAUTO10212","ITOAUTO95176","ITOAUTO90207",1,1,20.7399997711181641,26
"WLITOAUTO10217","ITOAUTO95180","ITOAUTO83437",1,1,11.6499996185302734,14
"WLITOAUTO10218","ITOAUTO95180","PARIS174149",1,1,11.6499996185302734,14
"WLITOAUTO10221","ITOAUTO95182","ITOAUTO96213",1,1,132.110000610351562,168
"WLITOAUTO6394","ITOAUTO95542","ITOAUTO90178",1,1,30.1200008392333984,38
"WLITOAUTO10567","ITOAUTO94813","ITOAUTO91006",1,1,79.970001220703125,101
"WLITOAUTO9861","ITOAUTO94991","ITOAUTO96480",1,1,50.1399993896484375,63
"WLITOAUTO9862","ITOAUTO94991","ITOAUTO96584",1,1,52.4599990844726562,66
"WLITOAUTO10344","ITOAUTO95197","ITOAUTO83579",1,1,82.5400009155273438,105
"WLITOAUTO10345","ITOAUTO95197","ITOAUTO88613",1,1,80.1800003051757812,102
"WLITOAUTO10349","ITOAUTO95199","ITOAUTO96211",1,1,39.5600013732910156,50
"WLITOAUTO10348","ITOAUTO95199","ITOAUTO96083",1,1,39.5600013732910156,50
"WLITOAUTO10150","ITOAUTO95016","ITOAUTO90386",1,1,49.9099998474121094,63
"WLITOAUTO10151","ITOAUTO95017","ITOAUTO90386",1,1,46.6899986267089844,59
"WLITOAUTO10152","ITOAUTO95018","ITOAUTO90386",1,1,43.3699989318847656,55
"WLITOAUTO10154","ITOAUTO95020","ITOAUTO91015",1,1,134.490005493164062,171
"WLITOAUTO9675","ITOAUTO95228","ITOAUTO91013",1,1,85.5100021362304688,108
"WLITOAUTO9679","ITOAUTO95232","ITOAUTO90210",1,1,29.2999992370605469,37
"WLITOAUTO6580","ITOAUTO95630","ITOAUTO90441",1,1,14.0200004577636719,17
"WLITOAUTO9651","ITOAUTO94790","ITOAUTO90383",1,1,47.0800018310546875,59
"WLITOAUTO9089","ITOAUTO94877","ITOAUTO90184",1,1,50.0099983215332031,63
"WLITOAUTO9964","ITOAUTO94951","ITOAUTO90486",1,1,69.1299972534179688,88
"WLITOAUTO10105","ITOAUTO95041","ITOAUTO96594",1,1,36.8899993896484375,46
"WLITOAUTO10104","ITOAUTO95041","ITOAUTO96481",1,1,44.5699996948242188,56
"WLITOAUTO9715","ITOAUTO95247","ITOAUTO90171",1,1,87.160003662109375,111
"WLITOAUTO9719","ITOAUTO95249","ITOAUTO97182",1,1,69.9300003051757812,89
"WLITOAUTO9374","ITOAUTO95250","ITOAUTO97167",1,1,25.5300006866455078,32
"WLITOAUTO9375","ITOAUTO95250","ITOAUTO97344",1,1,20.7299995422363281,26
"WLITOAUTO8548","ITOAUTO94545","ITOAUTO83463",1,1,50.4900016784667969,64
"WLITOAUTO8549","ITOAUTO94545","ITOAUTO88585",1,1,58.6599998474121094,74
"WLITOAUTO16454","ITOAUTO95052","ITOAUTO96930",1,1,173.419998168945312,220
"WLITOAUTO16455","ITOAUTO95052","ITOAUTO96931",1,1,143.960006713867188,183
"WLITOAUTO16458","ITOAUTO95052","ITOAUTO97010",1,1,183.710006713867188,234
"WLITOAUTO16457","ITOAUTO95052","ITOAUTO96923",1,1,173.419998168945312,220
"WLITOAUTO16456","ITOAUTO95052","ITOAUTO96932",1,1,177.8800048828125,226
"WLITOAUTO16459","ITOAUTO95052","ITOAUTO97011",1,1,153.410003662109375,195
"WLITOAUTO10129","ITOAUTO95052","ITOAUTO97015",1,1,156.07000732421875,198
"WLITOAUTO9799","ITOAUTO95065","ITOAUTO88609",1,1,262.730010986328125,334
"WLITOAUTO9798","ITOAUTO95065","PARIS174306",1,1,262.730010986328125,334
"WLITOAUTO9809","ITOAUTO95069","ITOAUTO88609",1,1,27.7600002288818359,35
"WLITOAUTO9808","ITOAUTO95069","PARIS174306",1,1,27.7600002288818359,35
"WLITOAUTO10048","ITOAUTO95078","ITOAUTO88543",1,1,351.75,448
"WLITOAUTO10045","ITOAUTO95078","ITOAUTO83415",1,1,52.029998779296875,66
"WLITOAUTO10043","ITOAUTO95078","ITOAUTO83333",1,1,91.19000244140625,116
"WLITOAUTO10047","ITOAUTO95078","ITOAUTO83530",1,1,347.20001220703125,442
"WLITOAUTO10050","ITOAUTO95078","ITOAUTO88616",1,1,131.610000610351562,167
"WLITOAUTO10051","ITOAUTO95078","ITOAUTO88617",1,1,102.010002136230469,129
"WLITOAUTO10046","ITOAUTO95078","ITOAUTO83417",1,1,121.44000244140625,154
"WLITOAUTO10044","ITOAUTO95078","ITOAUTO83340",1,1,266.80999755859375,339
"WLITOAUTO10052","ITOAUTO95078","ITOAUTO88618",1,1,54.4799995422363281,69
"WLITOAUTO10049","ITOAUTO95078","ITOAUTO88557",1,1,267.8699951171875,341
"WLITOAUTO10058","ITOAUTO95079","ITOAUTO88543",1,1,273.899993896484375,348
"WLITOAUTO10055","ITOAUTO95079","ITOAUTO83415",1,1,39.6500015258789062,50
"WLITOAUTO10053","ITOAUTO95079","ITOAUTO83333",1,1,63.1399993896484375,80
"WLITOAUTO10057","ITOAUTO95079","ITOAUTO83530",1,1,268.230010986328125,341
"WLITOAUTO10060","ITOAUTO95079","ITOAUTO88616",1,1,96.55999755859375,123
"WLITOAUTO10061","ITOAUTO95079","ITOAUTO88617",1,1,70.0400009155273438,89
"WLITOAUTO10056","ITOAUTO95079","ITOAUTO83417",1,1,87.160003662109375,111
"WLITOAUTO10054","ITOAUTO95079","ITOAUTO83340",1,1,183,233
"WLITOAUTO10062","ITOAUTO95079","ITOAUTO88618",1,1,44.9399986267089844,57
"WLITOAUTO10059","ITOAUTO95079","ITOAUTO88557",1,1,185.169998168945312,235
"WLITOAUTO9383","ITOAUTO95256","ITOAUTO89808",1,1,114.19000244140625,145
"WLITOAUTO9165","ITOAUTO94860","ITOAUTO83424",1,1,98.7600021362304688,125
"WLITOAUTO9166","ITOAUTO94860","ITOAUTO88594",1,1,100.669998168945312,128
"WLITOAUTO10736","ITOAUTO95102","ITOAUTO90567",1,1,72.470001220703125,92
"WLITOAUTO10737","ITOAUTO95103","ITOAUTO91010",1,1,24.7999992370605469,31
"WLITOAUTO10741","ITOAUTO95106","ITOAUTO91010",1,1,32.3899993896484375,41
"WLITOAUTO10744","ITOAUTO95108","ITOAUTO83490",1,1,30.2600002288818359,38
"WLITOAUTO10745","ITOAUTO95108","ITOAUTO88607",1,1,32.4300003051757812,41
"WLITOAUTO9406","ITOAUTO95277","ITOAUTO90174",1,1,29.3299999237060547,37
"WLITOAUTO9407","ITOAUTO95278","ITOAUTO90174",1,1,60.1599998474121094,76
"WLITOAUTO10275","ITOAUTO95115","ITOAUTO90199",1,1,110.709999084472656,141
"WLITOAUTO10289","ITOAUTO95121","ITOAUTO90200",1,1,146.229995727539062,186
"WLITOAUTO10292","ITOAUTO95123","ITOAUTO90201",1,1,102.44000244140625,130
"WLITOAUTO10295","ITOAUTO95125","ITOAUTO97316",1,1,135.389999389648438,172
"WLITOAUTO10294","ITOAUTO95125","ITOAUTO97171",1,1,116.160003662109375,147
"WLITOAUTO9573","ITOAUTO95285","ITOAUTO90176",1,1,65.3199996948242188,83
"WLITOAUTO10245","ITOAUTO95141","ITOAUTO88622",1,1,54.9000015258789062,69
"WLITOAUTO10241","ITOAUTO95141","ITOAUTO83413",1,1,53.9300003051757812,68
"WLITOAUTO10240","ITOAUTO95141","ITOAUTO83399",1,1,51.029998779296875,65
"WLITOAUTO10242","ITOAUTO95141","ITOAUTO83420",1,1,116.699996948242188,148
"WLITOAUTO10244","ITOAUTO95141","ITOAUTO88611",1,1,125.360000610351562,159
"WLITOAUTO10243","ITOAUTO95141","ITOAUTO88610",1,1,49.0400009155273438,62
"WLITOAUTO10257","ITOAUTO95144","ITOAUTO88622",1,1,71.0800018310546875,90
"WLITOAUTO10253","ITOAUTO95144","ITOAUTO83413",1,1,38.1300010681152344,48
"WLITOAUTO10252","ITOAUTO95144","ITOAUTO83399",1,1,79.1200027465820312,100
"WLITOAUTO10254","ITOAUTO95144","ITOAUTO83420",1,1,41.5900001525878906,52
"WLITOAUTO10256","ITOAUTO95144","ITOAUTO88611",1,1,47.3400001525878906,60
"WLITOAUTO10255","ITOAUTO95144","ITOAUTO88610",1,1,36.6100006103515625,46
"WLITOAUTO10265","ITOAUTO95147","ITOAUTO90203",1,1,229.720001220703125,292
"WLITOAUTO10266","ITOAUTO95148","ITOAUTO90203",1,1,217,276
"WLITOAUTO6798","ITOAUTO95737","ITOAUTO90478",1,1,38.8300018310546875,49
"WLITOAUTO6799","ITOAUTO95738","ITOAUTO90545",1,1,129.470001220703125,164
"WLITOAUTO10192","ITOAUTO95165","ITOAUTO90205",1,1,38.470001220703125,49
"WLITOAUTO10194","ITOAUTO95167","ITOAUTO90205",1,1,90.470001220703125,115
"WLITOAUTO10195","ITOAUTO95168","ITOAUTO90205",1,1,63.0900001525878906,80
"WLITOAUTO10201","ITOAUTO95171","ITOAUTO90206",1,1,36.3100013732910156,46
"WLITOAUTO10202","ITOAUTO95172","ITOAUTO90206",1,1,68.3799972534179688,87
"WLITOAUTO10214","ITOAUTO95178","ITOAUTO90207",1,1,145.779998779296875,185
"WLITOAUTO10647","ITOAUTO95311","ITOAUTO90497",1,1,68.660003662109375,87
"WLITOAUTO10649","ITOAUTO95313","ITOAUTO90497",1,1,109.209999084472656,139
"WLITOAUTO10661","ITOAUTO95321","ITOAUTO97341",1,1,22.1599998474121094,28
"WLITOAUTO10660","ITOAUTO95321","ITOAUTO97226",1,1,13.4099998474121094,17
"WLITOAUTO10581","ITOAUTO95325","ITOAUTO90427",1,1,21.9400005340576172,27
"WLITOAUTO10588","ITOAUTO95329","ITOAUTO83482",1,1,27.9400005340576172,35
"WLITOAUTO10589","ITOAUTO95329","ITOAUTO88621",1,1,22.4699993133544922,28
"WLITOAUTO10594","ITOAUTO95332","ITOAUTO90212",1,1,47.5499992370605469,60
"WLITOAUTO10670","ITOAUTO94894","ITOAUTO92669",1,1,47.2700004577636719,60
"WLITOAUTO10669","ITOAUTO94894","ITOAUTO92666",1,1,49.3199996948242188,62
