service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
384,1,1,1,1,0,1,1,20260101,20260128
17,1,0,0,1,1,1,1,20260101,20260105
31,1,0,0,1,1,1,1,20260101,20260126
757,1,1,0,0,0,1,1,20251227,20251230
378,0,0,1,1,1,1,0,20251231,20260110
350,0,0,1,1,1,1,0,20251231,20260128
197,0,0,0,0,1,1,0,20260103,20260124
183,0,0,0,0,1,1,0,20251231,20260124
240,0,0,0,0,1,1,0,20251230,20260124
952,0,0,0,0,1,1,0,20251227,20260110
8,0,0,0,0,1,1,0,20260102,20260103
813,0,0,0,0,1,1,0,20260102,20260124
932,0,0,0,0,1,1,0,20260102,20260124
362,0,0,0,0,1,1,0,20260109,20260124
186,0,0,0,0,1,1,0,20251230,20260124
380,0,0,0,0,1,1,0,20260116,20260124
237,0,0,0,0,1,1,0,20251231,20260124
146,0,0,0,0,1,1,0,20260102,20260124
348,0,0,0,0,1,1,0,20260102,20260117
366,0,0,0,0,1,1,0,20260103,20260123
344,0,0,0,0,1,1,0,20260102,20260124
369,0,0,0,0,1,1,0,20260102,20260110
14,0,0,0,0,1,1,0,20251231,20260124
81,1,1,0,1,0,0,0,20260105,20260127
904,1,1,0,1,0,0,0,20251230,20260127
841,1,1,1,0,1,0,1,20251229,20260118
139,0,1,1,0,1,0,1,20251230,20260125
282,0,1,1,0,1,0,1,20251230,20260125
316,1,0,1,1,0,0,1,20260101,20260128
434,0,0,0,1,0,1,0,20251227,20260101
971,0,0,0,1,0,1,0,20260101,20260124
420,0,0,0,1,0,1,0,20260101,20260110
946,0,0,0,1,0,1,0,20251227,20260110
834,0,0,0,1,0,1,0,20260101,20260117
54,0,0,0,1,0,1,0,20260101,20260103
833,1,0,0,0,0,1,0,20260119,20260126
828,1,0,0,0,0,1,0,20251227,20251229
391,1,0,0,0,0,1,0,20251230,20260126
862,1,0,0,0,0,1,0,20260117,20260126
47,1,0,0,0,0,1,0,20260103,20260126
301,0,0,0,1,1,1,1,20260101,20260125
320,0,0,0,1,1,1,1,20260101,20260124
38,0,0,0,1,1,1,1,20260101,20260125
530,0,0,0,1,1,1,1,20251227,20260104
403,0,0,0,1,1,1,1,20260101,20260104
869,0,1,1,1,1,1,0,20260113,20260128
900,0,1,1,1,1,1,0,20251230,20260103
551,0,1,1,1,1,1,0,20260103,20260128
816,0,1,1,1,1,1,0,20260103,20260124
77,0,1,1,1,1,1,0,20251230,20260128
90,0,1,1,1,1,1,0,20260106,20260128
390,0,1,1,1,1,1,0,20260103,20260128
105,0,1,1,1,1,1,0,20251230,20260128
400,0,1,1,1,1,1,0,20260106,20260124
870,0,1,1,1,1,1,0,20260106,20260110
866,0,1,1,1,1,1,0,20260120,20260124
120,0,1,1,1,1,1,0,20251230,20260128
882,0,1,1,1,1,1,0,20260105,20260128
493,0,1,1,1,1,1,0,20251227,20260128
777,0,1,1,1,1,1,0,20260113,20260124
478,1,1,1,1,1,0,0,20251229,20260116
960,1,1,1,1,1,0,0,20260102,20260116
220,1,1,1,1,1,0,0,20251231,20260128
460,1,1,1,1,1,0,0,20260105,20260123
571,1,1,1,1,1,0,0,20251229,20260128
639,1,1,1,1,1,0,0,20251229,20260116
6,1,1,1,1,1,0,0,20251231,20260128
871,1,1,1,1,1,0,0,20260106,20260123
526,1,1,1,1,1,0,0,20260105,20260116
623,1,1,1,1,1,0,0,20251229,20260128
701,1,1,1,1,1,0,0,20260105,20260128
75,1,1,1,1,1,0,0,20260103,20260128
632,1,1,1,1,1,0,0,20251229,20260128
929,1,1,1,1,1,0,0,20260102,20260128
984,1,1,1,1,1,0,0,20260105,20260128
142,1,1,1,1,1,0,0,20260101,20260128
981,1,1,1,1,1,0,0,20260102,20260128
525,1,1,1,1,1,0,0,20260106,20260128
990,1,1,1,1,1,0,0,20251229,20260123
670,1,1,1,1,1,0,0,20260105,20260128
867,1,1,1,1,1,0,0,20260112,20260123
951,1,1,1,1,1,0,0,20251229,20260116
755,1,1,1,1,1,0,0,20260109,20260128
919,1,1,1,1,1,0,0,20251229,20260127
890,1,1,1,1,1,0,0,20260102,20260109
772,1,1,1,1,1,0,0,20251229,20260116
774,1,1,1,1,1,0,0,20251229,20260116
683,1,1,1,1,1,0,0,20260102,20260128
541,1,1,1,1,1,0,0,20260119,20260128
949,1,1,1,1,1,0,0,20260101,20260128
889,1,1,1,1,1,0,0,20251229,20260128
106,1,1,1,1,1,0,0,20260102,20260128
3,1,1,1,1,1,0,0,20251230,20260128
438,1,1,1,1,1,0,0,20251229,20260128
401,1,1,1,1,1,0,0,20260105,20260123
818,1,1,1,1,1,0,0,20260102,20260123
868,1,1,1,1,1,0,0,20260105,20260128
277,1,1,1,1,1,0,0,20260101,20260128
376,1,1,1,1,1,0,0,20251230,20260128
616,1,1,1,1,1,0,0,20260102,20260116
995,1,1,1,1,1,0,0,20260105,20260128
2,1,1,1,1,1,0,0,20260105,20260128
424,1,1,1,1,1,0,0,20251229,20260128
1016,1,1,1,1,1,0,0,20251229,20260109
34,1,1,1,1,1,0,0,20251230,20260128
418,1,1,1,1,1,0,0,20260101,20260116
329,1,1,1,1,1,0,0,20251231,20260128
393,1,1,1,1,1,0,0,20251230,20260126
782,1,1,1,1,1,0,0,20260102,20260128
265,1,1,1,1,1,0,0,20251230,20260128
543,1,1,1,1,1,0,0,20260119,20260128
219,1,1,1,1,1,0,0,20251230,20260128
304,1,1,1,1,1,0,0,20260102,20260128
408,1,1,1,1,1,0,0,20260119,20260128
989,1,1,1,1,1,0,0,20251229,20260128
906,1,1,1,1,1,0,0,20260101,20260128
880,1,1,1,1,1,0,0,20260105,20260128
585,1,1,1,1,1,0,0,20251229,20260128
903,1,1,1,1,1,0,0,20251230,20260128
826,1,1,1,1,1,0,0,20251231,20260123
1017,1,1,1,1,1,0,0,20251229,20260109
484,1,1,1,1,1,0,0,20260119,20260123
961,1,1,1,1,1,0,0,20260109,20260116
587,1,1,1,1,1,0,0,20251229,20260128
674,1,1,1,1,1,0,0,20260112,20260116
968,1,1,1,1,1,0,0,20251230,20260116
462,1,1,1,1,1,0,0,20251229,20260102
215,1,1,1,1,1,0,0,20260101,20260128
371,1,1,1,1,1,0,0,20260112,20260128
638,1,1,1,1,1,0,0,20260119,20260126
837,1,1,1,1,1,0,0,20260102,20260128
548,1,1,1,1,1,0,0,20260113,20260128
809,1,1,1,1,1,0,0,20260105,20260128
933,1,1,1,1,1,0,0,20260102,20260127
370,1,1,1,1,1,0,0,20251230,20260109
7,1,1,1,1,1,0,0,20251230,20260128
461,1,1,1,1,1,0,0,20251229,20260128
61,1,1,1,1,1,0,0,20251230,20260128
375,1,1,1,1,1,0,0,20251230,20260128
873,1,1,1,1,1,0,0,20260105,20260116
372,1,1,1,1,1,0,0,20260105,20260109
958,1,1,1,1,1,0,0,20251231,20260116
413,1,1,1,1,1,0,0,20260101,20260128
697,1,1,1,1,1,0,0,20251229,20260105
294,0,1,0,1,1,1,0,20251230,20260124
213,1,1,1,1,0,0,1,20260104,20260128
150,1,1,1,1,0,0,1,20251230,20260128
242,1,1,1,1,0,0,1,20251231,20260128
290,1,1,1,1,0,0,1,20260105,20260128
331,1,1,1,1,0,0,1,20251230,20260128
174,1,1,1,1,0,0,1,20260101,20260128
379,1,1,1,1,0,0,1,20251230,20260112
180,1,1,1,1,0,0,1,20251230,20260128
13,1,1,1,1,0,0,1,20251230,20260128
381,1,1,1,1,0,0,1,20260113,20260128
560,1,1,1,0,1,1,0,20251227,20260105
854,1,1,1,0,1,1,0,20251227,20260112
760,1,1,1,0,1,1,0,20251227,20260103
658,1,1,1,0,1,0,0,20260106,20260128
851,1,1,1,0,1,0,0,20251229,20260126
498,1,1,1,0,1,0,0,20251229,20260102
515,1,1,1,0,1,0,0,20251229,20260105
613,1,1,1,0,1,0,0,20251229,20260128
126,1,1,1,0,1,0,0,20251230,20260128
116,1,1,1,0,1,0,0,20260105,20260128
926,1,1,1,0,1,0,0,20260102,20260128
477,1,1,1,0,1,0,0,20251229,20260114
614,1,1,1,0,1,0,0,20251229,20260128
520,1,1,1,0,1,0,0,20251230,20260105
361,0,1,0,0,0,0,1,20251230,20260125
42,0,1,0,0,1,1,1,20251230,20260127
317,0,1,0,0,1,1,1,20260101,20260127
129,1,1,1,0,0,0,0,20260105,20260128
872,1,1,1,0,0,0,0,20260112,20260128
165,1,1,1,0,0,0,0,20251230,20260128
550,1,1,1,0,0,0,0,20260120,20260128
483,1,1,1,0,0,0,0,20260126,20260128
431,1,1,1,0,0,0,0,20251229,20251231
472,1,1,1,0,0,0,0,20260119,20260128
555,1,1,1,0,0,0,0,20251229,20260128
845,1,1,0,1,0,0,1,20251228,20260101
315,1,0,1,1,0,1,0,20260102,20260128
318,1,0,1,1,0,1,0,20251230,20260128
22,1,0,1,0,1,0,1,20251231,20260128
706,0,0,1,1,0,1,1,20251227,20260111
649,0,0,1,1,0,1,1,20251227,20260118
735,0,0,1,1,0,1,1,20251227,20260111
911,0,0,1,1,0,1,1,20251231,20260128
40,1,1,0,0,1,0,1,20251230,20260127
795,0,0,0,1,1,1,0,20260101,20260116
776,0,0,0,1,1,1,0,20260101,20260103
358,0,0,0,1,1,1,0,20260101,20260124
49,0,0,0,1,1,1,0,20260101,20260124
160,1,1,1,0,1,1,1,20251230,20260128
538,1,1,1,0,1,1,1,20251227,20260116
557,1,1,1,0,1,1,1,20251227,20260104
574,1,1,1,0,1,1,1,20251229,20260125
528,1,1,1,0,1,1,1,20251229,20260105
1003,1,1,1,0,1,1,1,20251229,20260125
573,1,1,1,0,1,1,1,20251229,20260125
610,1,1,1,0,1,1,1,20260102,20260128
558,1,1,1,0,1,1,1,20251227,20260105
1007,1,1,1,0,1,1,1,20251229,20260125
292,0,1,0,1,1,0,0,20251230,20260123
252,0,1,0,1,1,0,0,20260106,20260127
255,0,1,0,1,1,0,0,20251231,20260127
330,0,1,0,1,1,0,0,20251230,20260102
256,0,1,0,1,0,1,0,20260103,20260127
579,0,1,0,1,0,1,0,20260106,20260127
570,0,0,0,0,0,1,1,20260110,20260125
569,0,0,0,0,0,1,1,20260104,20260125
475,0,0,0,0,0,1,1,20260117,20260118
562,0,0,0,0,0,1,1,20251227,20260125
1012,0,0,0,0,0,1,1,20251228,20260125
145,0,0,0,0,0,1,1,20251230,20260125
524,0,0,0,0,0,1,1,20251227,20260125
430,0,0,0,0,0,1,1,20251227,20260125
790,0,0,0,0,0,1,1,20260101,20260118
821,0,0,0,0,0,1,1,20251231,20260125
802,0,0,0,0,0,1,1,20260111,20260118
745,0,0,0,0,0,1,1,20260104,20260125
152,0,0,0,0,0,1,1,20260103,20260125
717,0,0,0,0,0,1,1,20251227,20260111
246,0,0,0,0,0,1,1,20251230,20260125
414,0,0,0,0,0,1,1,20260117,20260125
229,0,0,0,0,0,1,1,20251230,20260125
625,0,0,0,0,0,1,1,20251227,20260111
582,0,0,0,0,0,1,1,20260102,20260125
987,0,0,0,0,0,1,1,20251227,20260125
768,0,0,0,0,0,1,1,20260104,20260110
153,0,0,0,0,0,1,1,20260103,20260125
656,0,0,0,0,0,1,1,20260102,20260125
212,0,0,0,0,0,1,1,20251230,20260125
566,0,0,0,0,0,1,1,20260110,20260125
785,0,0,0,0,0,1,1,20251227,20260118
1034,0,0,0,0,0,1,1,20251227,20260111
844,0,0,0,0,0,1,1,20251228,20260125
503,0,0,0,0,0,1,1,20260110,20260111
652,0,0,0,0,0,1,1,20251227,20260118
874,0,0,0,0,0,1,1,20260103,20260125
680,0,0,0,0,0,1,1,20251227,20260125
707,0,0,0,0,0,1,1,20251227,20260125
1033,0,0,0,0,0,1,1,20251228,20260124
996,0,0,0,0,0,1,1,20260104,20260125
605,0,0,0,0,0,1,1,20251227,20260125
69,0,0,0,0,0,1,1,20260103,20260104
708,0,0,0,0,0,1,1,20251227,20260125
654,0,0,0,0,0,1,1,20251227,20260118
982,0,0,0,0,0,1,1,20260101,20260125
71,0,0,0,0,0,1,1,20260110,20260125
236,0,0,0,0,0,1,1,20251231,20260125
581,0,0,0,0,0,1,1,20251227,20260124
593,0,0,0,0,0,1,1,20251227,20260118
456,0,0,0,0,0,1,1,20251227,20260125
92,0,0,0,0,0,1,1,20260101,20260125
433,0,0,0,0,0,1,1,20251227,20260125
980,0,0,0,0,0,1,1,20260101,20260125
609,0,0,0,0,0,1,1,20260110,20260118
977,0,0,0,0,0,1,1,20251227,20260118
1002,0,0,0,0,0,1,1,20260102,20260125
736,0,0,0,0,0,1,1,20251227,20260125
877,0,0,0,0,0,1,1,20260110,20260124
168,0,0,0,0,0,1,1,20251231,20260125
669,0,0,0,0,0,1,1,20260117,20260125
999,0,0,0,0,0,1,1,20260102,20260125
440,0,0,0,0,0,1,1,20251227,20260125
761,0,0,0,0,0,1,1,20260104,20260111
522,0,0,0,0,0,1,1,20251227,20260125
590,0,0,0,0,0,1,1,20251227,20260118
842,0,0,0,0,0,1,1,20260110,20260125
888,0,0,0,0,0,1,1,20260110,20260124
592,0,0,0,0,0,1,1,20251228,20260118
722,0,0,0,0,0,1,1,20260102,20260125
693,0,0,0,0,0,1,1,20251228,20260125
936,0,0,0,0,0,1,1,20260101,20260125
202,0,0,0,0,0,1,1,20251230,20260125
501,0,0,0,0,0,1,1,20251227,20260124
513,0,0,0,0,0,1,1,20251227,20251228
810,0,0,0,0,0,1,1,20260110,20260118
93,0,0,0,0,0,1,1,20260101,20260125
733,0,0,0,0,0,1,1,20260103,20260125
969,0,0,0,0,0,1,1,20260101,20260125
578,0,0,0,0,0,1,1,20260103,20260125
588,0,0,0,0,0,1,1,20251227,20260125
1013,0,0,0,0,0,1,1,20251227,20260125
972,0,0,0,0,0,1,1,20260101,20260125
103,0,0,0,0,0,1,1,20260103,20260125
491,0,0,0,0,0,1,1,20260124,20260125
300,0,0,0,0,0,1,1,20260101,20260125
793,0,0,0,0,0,1,1,20260104,20260125
567,0,0,0,0,0,1,1,20251227,20260125
983,0,0,0,0,0,1,1,20251227,20260111
476,0,0,0,0,0,1,1,20251227,20260111
702,0,0,0,0,0,1,1,20260103,20260111
586,0,0,0,0,0,1,1,20251227,20260125
694,0,0,0,0,0,1,1,20251228,20260125
970,0,0,0,0,0,1,1,20260101,20260125
615,0,0,0,0,0,1,1,20260103,20260118
466,0,0,0,0,0,1,1,20251227,20260103
993,0,0,0,0,0,1,1,20251227,20260104
589,0,0,0,0,0,1,1,20251227,20260118
559,0,0,0,0,0,1,1,20251227,20260104
273,0,1,0,1,0,0,0,20251230,20260101
251,0,1,0,1,0,0,0,20251231,20260127
250,0,1,0,1,0,0,0,20251230,20260127
247,0,1,0,1,0,0,0,20260106,20260127
260,0,1,0,1,0,0,0,20251230,20260127
23,1,0,1,1,1,1,1,20251231,20260128
86,0,0,1,0,0,0,0,20251230,20260128
416,0,0,1,0,0,0,0,20260114,20260114
80,0,0,1,0,0,0,0,20260107,20260128
137,0,0,1,0,0,0,0,20260102,20260128
108,0,0,1,0,0,0,0,20251231,20260128
5,0,0,1,0,0,0,0,20251231,20251231
568,0,1,0,0,0,1,1,20251230,20260127
879,0,1,0,0,0,1,1,20260106,20260127
731,0,1,0,0,0,1,1,20260103,20260127
599,0,1,0,0,0,1,1,20251227,20260127
162,0,0,1,1,0,0,0,20251231,20260128
200,0,0,1,1,0,0,0,20260107,20260128
217,0,0,1,1,0,0,0,20251231,20260101
163,0,0,0,1,1,0,0,20260102,20260123
138,0,0,0,1,1,0,0,20260101,20260102
270,0,0,0,1,1,0,0,20260101,20260123
127,0,0,0,1,1,0,0,20260108,20260123
482,0,0,0,1,1,0,0,20260115,20260116
852,0,0,0,1,1,0,0,20260115,20260123
178,0,1,0,1,0,0,1,20251230,20260125
257,0,1,0,1,0,0,1,20260101,20260127
233,0,1,0,1,1,0,1,20251230,20260125
322,0,1,1,1,0,0,1,20251230,20260104
144,0,1,1,1,0,0,1,20251230,20260125
158,0,1,1,1,1,1,1,20251230,20260128
356,0,1,1,1,1,1,1,20251230,20260125
1010,0,1,1,1,1,1,1,20260111,20260124
858,0,1,1,1,1,1,1,20260101,20260128
892,0,1,1,1,1,1,1,20260106,20260128
389,0,1,1,1,1,1,1,20251230,20260128
725,0,1,1,1,1,1,1,20251227,20260128
843,0,1,1,1,1,1,1,20260106,20260128
321,0,1,1,1,1,1,1,20251230,20260124
899,0,1,1,1,1,1,1,20251230,20260128
338,0,1,1,1,1,1,1,20251230,20260125
181,0,1,1,1,1,1,1,20251230,20260125
386,0,1,1,1,1,1,1,20251230,20260125
110,0,1,1,1,1,1,1,20251230,20260104
121,0,1,1,1,1,1,1,20251230,20260128
398,0,1,1,1,1,1,1,20260104,20260128
32,1,0,0,0,0,0,0,20260105,20260126
395,1,0,0,0,0,0,0,20260119,20260126
726,1,0,0,0,0,0,0,20251229,20260126
705,1,0,0,0,0,0,0,20260126,20260126
711,1,0,0,0,0,0,0,20251229,20260126
856,1,0,0,0,0,0,0,20260119,20260119
934,1,0,0,0,0,0,0,20260112,20260126
467,1,0,0,0,0,0,0,20260105,20260105
921,1,0,0,0,0,0,0,20251229,20260126
893,1,0,0,0,0,0,0,20260112,20260126
452,1,0,0,0,0,0,0,20251229,20251229
87,1,0,0,0,0,0,0,20260102,20260126
991,0,0,0,0,1,0,1,20251228,20260102
262,0,0,0,0,1,0,1,20260104,20260125
328,0,0,0,0,1,0,1,20251231,20260125
239,0,0,0,0,1,0,1,20251231,20260125
832,0,0,0,0,1,0,1,20260102,20260125
188,0,0,0,0,1,0,1,20251230,20260125
151,0,0,0,0,1,0,1,20260101,20260125
797,0,0,0,0,1,0,1,20260102,20260123
412,0,0,0,0,1,0,1,20260102,20260125
175,0,0,0,0,1,0,1,20260101,20260125
190,1,1,0,0,0,0,0,20251230,20260127
437,1,1,0,0,0,0,0,20251229,20251230
357,1,1,0,0,0,0,0,20260105,20260127
193,1,1,0,0,0,0,0,20251230,20260127
657,1,1,0,0,0,0,0,20260106,20260127
345,0,0,0,0,0,1,0,20260117,20260117
196,0,0,0,0,0,1,0,20251231,20260124
66,0,0,0,0,0,1,0,20260103,20260103
347,0,0,0,0,0,1,0,20260110,20260124
172,0,0,0,0,0,1,0,20251230,20260124
648,0,0,0,0,0,1,0,20251227,20260117
474,0,0,0,0,0,1,0,20251227,20260110
373,0,0,0,0,0,1,0,20260117,20260124
976,0,0,0,0,0,1,0,20251227,20260117
10,0,0,0,0,0,1,0,20260110,20260124
504,0,0,0,0,0,1,0,20260110,20260110
407,0,0,0,0,0,1,0,20260124,20260124
651,0,0,0,0,0,1,0,20260110,20260117
394,0,0,0,0,0,1,0,20260103,20260110
529,0,0,0,0,0,1,0,20251227,20260103
965,0,0,0,0,0,1,0,20251227,20260124
517,0,0,0,0,0,1,0,20251227,20251227
11,0,0,0,0,0,1,0,20260102,20260124
132,0,0,0,0,0,1,0,20260101,20260124
729,0,0,0,0,0,1,0,20260103,20260117
51,0,0,0,0,0,1,0,20260103,20260124
495,0,0,0,0,0,1,0,20251227,20260124
739,0,0,0,0,0,1,0,20251227,20260124
915,0,0,0,0,0,1,0,20251227,20260124
905,0,0,1,0,1,0,0,20251231,20260128
201,0,0,1,0,1,0,0,20251231,20260123
341,0,0,1,0,1,0,0,20260107,20260128
117,0,0,1,0,1,0,0,20251231,20260102
917,0,0,0,0,0,0,1,20251228,20260125
428,0,0,0,0,0,0,1,20260111,20260111
647,0,0,0,0,0,0,1,20251228,20260118
451,0,0,0,0,0,0,1,20251228,20251228
410,0,0,0,0,0,0,1,20260104,20260111
973,0,0,0,0,0,0,1,20260104,20260118
600,0,0,0,0,0,0,1,20260111,20260118
799,0,0,0,0,0,0,1,20260104,20260125
406,0,0,0,0,0,0,1,20260125,20260125
1004,0,0,0,0,0,0,1,20260104,20260125
938,0,0,0,0,0,0,1,20260104,20260125
967,0,0,0,0,0,0,1,20251228,20260125
100,0,0,0,0,0,0,1,20260104,20260104
141,0,0,0,0,0,0,1,20260102,20260125
439,0,0,0,0,0,0,1,20251228,20260125
263,0,0,0,0,0,0,1,20251231,20260125
343,0,0,0,0,0,0,1,20260118,20260118
368,0,0,0,0,0,0,1,20260118,20260125
1032,0,0,0,0,0,0,1,20260104,20260125
855,0,0,0,0,0,0,1,20251228,20260111
9,0,0,0,0,0,0,1,20260111,20260125
12,0,0,0,0,0,0,1,20260101,20260125
204,0,0,0,0,0,0,1,20251230,20260125
966,0,0,0,0,0,0,1,20251228,20260118
687,0,0,0,0,0,0,1,20251228,20260104
62,0,0,0,0,0,0,1,20260104,20260125
377,0,0,1,1,0,1,0,20251231,20260124
912,0,0,1,1,0,1,0,20251231,20260128
382,0,0,1,1,0,1,0,20251231,20260110
646,0,1,1,0,0,0,0,20260127,20260128
486,0,1,1,0,0,0,0,20260120,20260121
4,0,1,1,0,0,0,0,20251230,20251231
853,0,1,1,0,0,0,0,20260120,20260128
547,0,1,1,0,0,0,0,20260113,20260114
18,0,1,1,0,0,0,0,20251230,20260106
645,0,1,1,0,0,0,0,20260113,20260128
488,0,1,1,0,0,0,0,20260106,20260107
956,0,0,0,1,0,0,1,20260101,20260118
939,0,0,0,1,0,0,1,20260101,20260118
0,0,0,0,1,0,0,1,20260101,20260104
910,0,0,0,1,0,0,1,20260101,20260125
367,0,0,0,1,0,0,1,20260101,20260111
703,0,0,0,1,0,0,1,20251228,20260104
549,0,0,0,1,0,0,1,20251228,20260101
342,0,0,0,1,0,0,1,20260101,20260125
591,0,0,0,1,0,0,1,20251228,20260118
471,0,0,0,1,0,0,1,20251228,20260111
319,0,1,0,0,1,1,0,20251230,20260127
908,0,1,0,0,1,1,0,20251230,20260127
230,0,1,0,0,1,1,0,20251230,20260124
311,0,1,0,0,1,1,0,20260102,20260127
293,0,1,0,0,1,0,1,20251230,20260125
913,0,1,0,0,1,0,1,20251230,20260127
313,0,1,0,0,1,0,1,20251230,20260127
314,0,1,0,0,1,0,1,20260101,20260127
789,1,1,0,0,1,1,1,20251227,20260127
786,1,1,0,0,1,1,1,20251227,20260127
1006,1,1,1,0,0,1,1,20251229,20260125
986,1,1,1,0,0,1,1,20251227,20260128
712,1,1,1,0,0,1,1,20251227,20251231
21,1,1,1,0,0,1,1,20251230,20260128
159,1,1,1,0,0,1,1,20251230,20260128
